順位,名前,点数
3266,イーター電機工業,720
3267,ＯＤＫソリューションズ,370
3268,ＩＢＪ,1
3269,タウンニュース社,150
3270,アクアライン,530
3271,カワセコンピュータサプライ,680
3272,光ハイツ・ヴェラス,730
3273,マサル,320
3274,ＳＨＩＦＴ,1
3275,きんえい,200
3276,ファンドクリエーショングループ,810
3277,山田債権回収管理総合事務所,1310
3278,日本研紙,680
3279,アサヒ衛陶,60
3280,石井工作研究所,890
3281,サハダイヤモンド,250
3282,サンバイオ,110
3283,ユビテック,580
3284,フリークアウト,500
3285,ウィルソン・ラーニング　ワールドワイド,1070
3286,アイ・アールジャパンホールディングス,920
3287,中日本興業,670
3288,フォトクリエイト,560
3289,Ｇｕｎｏｓｙ,60
3290,アイティメディア,170
3291,エックスネット,650
3292,ｓａｎｔｅｃ,60
3293,小林洋行,730
3294,インターワークス,320
3295,中央経済社,400
3296,じげん,100
3297,システムインテグレータ,520
3298,ｅＢＡＳＥ,1
3299,日本ラッド,720
3300,ベステラ,310
3301,エプコ,500
3302,ユーグレナ,250
3303,スターツプロシード投資法人　投資証券,1500
3304,ＧＭＯ　ＴＥＣＨ,1
3305,システムソフト,270
3306,Ｎ・フィールド,250
3307,ピクセラ,560
3308,ＮＦＫホールディングス,360
3309,イナリサーチ,260
3310,イトクロ,500
3311,アズジェント,100
3312,シンワアートオークション,500
3313,フィックスターズ,640
3314,ティムコ,260
3315,アンドール,250
3316,テクノ・セブン,340
3317,誠建設工業,880
3318,エスティック,590
3319,カヤック,560
3320,ワットマン,90
3321,２１ＬＡＤＹ,1
3322,ネクストジェン,340
3323,ネットワークバリューコンポネンツ,910
3324,雑貨屋ブルドッグ,840
3325,アークコア,560
3326,ファインデックス,640
3327,ヤマザキ,310
3328,アイサンテクノロジー,640
3329,プラネット,530
3330,アクトコール,530
3331,アルチザネットワークス,640
3332,テリロジー,580
3333,光彩工芸,730
3334,駅探,200
3335,ネクストウェア,260
3336,リアルワールド,640
3337,オルトプラス,590
3338,アジア開発キャピタル,700
3339,不二硝子,360
3340,精養軒,260
3341,オウケイウェイヴ,340
3342,マツモト,210
3343,アドバンテッジリスクマネジメント,1140
3344,ブレインパッド,680
3345,ラ・アトレ,530
3346,日本ＰＣサービス,730
3347,夢展望,110
3348,リーダー電子,450
3349,ジャパン・ホテル・リート投資法人　投資証,1440
3350,マーチャント・バンカーズ,480
3351,ファンデリー,250
3352,アジアゲートホールディングス,580
3353,アルファポリス,590
3354,大盛工業,670
3355,省電舎,230
3356,リスクモンスター,710
3357,アーバンライフ,250
3358,ＦＵＪＩＫＯＨ,1
3359,ＭＩＣＳ化学,580
3360,総医研ホールディングス,780
3361,地盤ネットホールディングス,580
3362,日本ファルコム,620
3363,伊豆シャボテンリゾート,470
3364,応用技術,190
3365,デジタルアドベンチャー,430
3366,ルーデン・ホールディングス,950
3367,ペプチドリーム,640
3368,イー・ガーディアン,160
3369,インタートレード,340
3370,イトーヨーギョー,200
3371,アルファクス・フード・システム,940
3372,メディア工房,390
3373,システム　ディ,230
3374,キタック,560
3375,セレス,320
3376,フュートレック,530
3377,妙徳,260
3378,アテクト,230
3379,ＧＭＯリサーチ,260
3380,トレイダーズホールディングス,880
3381,ディア・ライフ,250
3382,エニグモ,110
3383,ポバール興業,630
3384,ミナトホールディングス,450
3385,パルステック工業,700
3386,宮越ホールディングス,590
3387,フュージョンパートナー,400
3388,ＧＬＰ投資法人　投資証券,790
3389,大和コンピューター,680
3390,グランディーズ,350
3391,日本エマージェンシーアシスタンス,1180
3392,ギガプライズ,680
3393,ニューテック,530
3394,アプリックスＩＰホールディングス,810
3395,ファーマフーズ,230
3396,アライドアーキテクツ,700
3397,ＡＳＩＡＮ　ＳＴＡＲ,180
3398,カワサキ,590
3399,オプティム,260
3400,インサイト,90
3401,マルマエ,350
3402,エムティジェネックス,700
3403,モジュレ,310
3404,レアジョブ,300
3405,スパンクリートコーポレーション,890
3406,日本エス・エイチ・エル,740
3407,バルクホールディングス,770
3408,ラクーン,500
3409,データ・アプリケーション,670
3410,イグニス,110
3411,トレンダーズ,300
3412,ディー・エル・イー,370
3413,バリューＨＲ,250
3414,ＩＴｂｏｏｋ,280
3415,エンバイオ・ホールディングス,470
3416,トランスジェニック,670
3417,シンバイオ製薬,400
3418,メディカル・データ・ビジョン,880
3419,富士山マガジンサービス,590
3420,北の達人コーポレーション,940
3421,夢みつけ隊,410
3422,エーワン精密,180
3423,大崎エンジニアリング,780
3424,ワイエスフード,110
3425,日本動物高度医療センター,1040
3426,トミタ電機,340
3427,テラ,200
3428,エイティング,50
3429,いい生活,380
3430,ジャストプランニング,750
3431,エムビーエス,200
3432,メディネット,140
3433,ソケッツ,350
3434,情報企画,640
3435,レッド・プラネット・ジャパン,890
3436,アドバンスト・メディア,330
3437,ピーエイ,200
3438,エスポア,260
3439,ウィズ,50
3440,アイ・ピー・エス,320
3441,エム・エイチ・グループ,700
3442,ブランジスタ,360
3443,データホライゾン,300
3444,エクストリーム,620
3445,Ｍ＆Ａキャピタルパートナーズ,670
3446,ケイブ,250
3447,ケアネット,230
3448,ソノコム,320
3449,武蔵野興業,460
3450,テラスカイ,560
3451,アウンコンサルティング,730
3452,インスペック,590
3453,五洋インテックス,730
3454,フライトホールディングス,690
3455,細谷火工,290
3456,モバイルファクトリー,640
3457,横田製作所,710
3458,オウチーノ,1
3459,いちごオフィスリート投資法人　投資証券,1290
3460,ジーダット,130
3461,アクロディア,580
3462,コネクトホールディングス,720
3463,アドベンチャー,100
3464,みんなのウェディング,280
3465,エリアクエスト,590
3466,アトラ,200
3467,コラボス,610
3468,イメージ　ワン,110
3469,サイバーステップ,700
3470,インフォテリア,200
3471,アーキテクツ・スタジオ・ジャパン,930
3472,小島鉄工所,760
3473,ジェイホールディングス,410
3474,ビリングシステム,480
3475,ホロン,200
3476,ヒーハイスト精工,380
3477,モルフォ,260
3478,エンカレッジ・テクノロジ,830
3479,ロックオン,530
3480,ジャパン・ティッシュ・エンジニアリング,1040
3481,ＳＯＬ　Ｈｏｌｄｉｎｇｓ,160
3482,ビーマップ,640
3483,フォーシーズホールディングス,620
3484,カーディナル,550
3485,日本メディカルネットコミュニケーションズ,1110
3486,コムシード,370
3487,ＡＳＪ,1
3488,メディアシーク,370
3489,エスクロー・エージェント・ジャパン,930
3490,ウェルス・マネジメント,460
3491,リンクバル,580
3492,ＣＲＩ・ミドルウェア,310
3493,アエリア,230
3494,エス・サイエンス,240
3495,ＵＭＮファーマ,60
3496,システム・ロケーション,800
3497,メディアファイブ,160
3498,ピクスタ,560
3499,テスク,260
3500,ぷらっとホーム,590
3501,図研エルミック,670
3502,マークラインズ,610
3503,ジャパンインベストメントアドバイザー,810
3504,アイフリークモバイル,670
3505,エイジア,50
3506,ホットリンク,530
3507,オークファン,200
3508,ショーケース・ティービー,550
3509,ｓＭｅｄｉｏ,110
3510,システム・テクノロジー・アイ,850
3511,サイジニア,110
3512,メドピア,310
3513,デザインワン・ジャパン,470
3514,ＡＬＢＥＲＴ,1
3515,ファーストロジック,640
3516,アンジェス　ＭＧ,110
3517,ＪＡＬＣＯホールディングス,360
3518,ユビキタス,310
3519,ＦＦＲＩ,60
3520,コモンウェルス・エンターテインメント,920
3521,アビックス,640
3522,イメージ情報開発,570
3523,フューチャーベンチャーキャピタル,850
3524,ＭＲＴ,1
3525,クレアホールディングス,690
3526,エコナックホールディングス,750
3527,アイビーシー,170
3528,エコミック,620
3529,オンコセラピー・サイエンス,740
3530,エムケイシステム,470
3531,アイリッジ,330
3532,ランド,250
3533,免疫生物研究所,940
3534,セキュアヴェイル,610
3535,弁護士ドットコム,500
3536,ヒューマン・メタボローム・テクノロジーズ,1130
3537,フォーバル・リアルストレート,850
3538,ガーラ,250
3539,ジェクシード,360
3540,ナノキャリア,530
3541,比較．ｃｏｍ,590
3542,クラスターテクノロジー,790
3543,ＣＹＢＥＲＤＹＮＥ,120
3544,パス,260
3545,ディー・ディー・エス,370
3546,カルナバイオサイエンス,730
3547,テクノマセマティカル,800
3548,クリムゾン,610
3549,ドーン,50
3550,リプロセル,620
3551,日本テクノ・ラボ,640
3552,石垣食品,790
3553,Ｔ＆Ｃホールディングス,360
3554,ジグソー,160
3555,フォーサイド,110
3556,御園座,170
3557,リボミック,640
3558,ｆｏｎｆｕｎ,120
3559,ジーエヌアイグループ,660
3560,パルマ,560
3561,ツノダ,110
3562,ディジタルメディアプロフェッショナル,1010
3563,北日本紡績,700
3564,ＲＩＳＥ,1
3565,ソフトフロント,380
3566,花月園観光,760
3567,燦キャピタルマネージメント,850
3568,データセクション,370
3569,ＤＮＡチップ研究所,650
3570,メディビックグループ,740
3571,ジェイ・エスコムホールディングス,860
3572,ジーンテクノサイエンス,460
3573,ウインテスト,90
3574,ヘリオス,260
3575,カイオム・バイオサイエンス,520
3576,ジオネクスト,310
3577,ＭＡＧねっとホールディングス,420
3578,エル・シー・エーホールディングス,1020
3579,デジタルデザイン,460
3580,ラクオリア創薬,770
3581,アジェット,80
3582,スリー・ディー・マトリックス,970
3583,セルシード,370
3584,デ・ウエスタン・セラピテクス研究所,1060
3585,キャンバス,310
3586,オンコリスバイオファーマ,700
3587,メドレックス,700
3588,エスケーホーム,380
3589,北弘電社,640
3590,川崎設備工業,870
3591,日糧製パン,590
3592,ベクター,250
3593,Ｏａｋ　キャピタル,530
3594,マクニカ・富士エレホールディングス,860
3595,ユナイテッド・スーパーマーケット・ホール,1080
3596,大和ハウスリート投資法人　投資証券,1390
3597,ケネディクス・レジデンシャル投資法人　投,1360
3598,アクティビア・プロパティーズ投資法人　投,1040
3599,コンフォリア・レジデンシャル投資法人　投,1220
3600,日本プロロジスリート投資法人　投資証券,1560
3601,星野リゾート・リート投資法人　投資証券,1590
3602,ＳＩＡ不動産投資法人　投資証券,990
3603,イオンリート投資法人　投資証券,1210
3604,ヒューリックリート投資法人　投資証券,1360
3605,日本リート投資法人　投資証券,1270
3606,インベスコ・オフィス・ジェイリート投資法,1020
3607,日本ヘルスケア投資法人　投資証券,1360
3608,積水ハウス・リート投資法人　投資証券,1450
3609,大木ヘルスケアホールディングス,920
3610,トーセイ・リート投資法人　投資証券,1330
3611,ケネディクス商業リート投資法人　投資証券,1670
3612,ヘルスケア＆メディカル投資法人　投資証券,1440
3613,サムティ・レジデンシャル投資法人　投資証,1550
3614,ジャパン・シニアリビング投資法人　投資証,1510
3615,野村不動産マスターファンド投資法人　投資,1250
3616,クラウドワークス,670
3617,パイプドＨＤ,580
3618,メディシノバ・インク,450
3619,コスモエネルギーホールディングス,1040
3620,ライフネット生命保険,740
3621,全国保証,670
3622,今村証券,680
3623,九州フィナンシャルグループ,880
3624,ワークマン,260
3625,日本創発グループ,760
3626,中部水産,170
3627,日本銀行,670
3628,中部証券金融,790
3629,ポケットカード,610
3630,福岡中央銀行,700
3631,豊和銀行,630
3632,光世証券,620
3633,水戸証券,320
3634,松井証券,380
3635,丸八証券,680
3636,カブドットコム証券,810
3637,フジトミ,110
3638,第一商品,200
3639,アサックス,650
3640,ＧＦＡ,1
3641,ＵＣＳ,1
3642,Ｃ＆Ｆロジホールディングス,740
